idx	cpg_id
327	cg00350702
328	cg00356499
329	cg00356999
330	cg00358895
331	cg00359421
332	cg00359604
333	cg00362690
334	cg00362836
335	cg00363750
336	cg00363845
337	cg00367567
338	cg00368059
339	cg00368338
340	cg00370229
341	cg00370293
342	cg00373376
343	cg00374333
344	cg00374717
345	cg00376553
346	cg00376639
347	cg00378510
348	cg00380835
349	cg00380930
350	cg00381684
351	cg00382859
352	cg00384539
353	cg00387658
354	cg00387982
355	cg00388262
356	cg00388605
357	cg00388812
358	cg00388838
359	cg00390724
360	cg00392155
361	cg00393047
362	cg00397859
363	cg00397986
364	cg00398048
365	cg00398130
366	cg00399614
367	cg00400547
368	cg00401091
369	cg00401463
370	cg00403955
371	cg00406023
372	cg00410898
373	cg00411555
374	cg00412337
375	cg00412772
376	cg00412782
377	cg00412805
378	cg00412842
379	cg00417068
380	cg00417288
381	cg00417297
382	cg00417823
383	cg00419702
384	cg00420390
385	cg00422488
386	cg00423030
387	cg00423487
388	cg00423655
389	cg00423969
390	cg00425710
391	cg00427635
392	cg00430888
393	cg00431549
394	cg00433107
395	cg00433147
396	cg00435576
397	cg00436603
398	cg00437985
399	cg00441709
400	cg00443946
401	cg00443981
402	cg00444360
403	cg00445518
404	cg00446055
405	cg00447970
406	cg00448560
407	cg00448707
408	cg00449738
409	cg00449767
410	cg00451105
411	cg00451649
412	cg00454305
413	cg00454443
414	cg00456299
415	cg00456672
416	cg00457009
417	cg00457495
418	cg00457913
419	cg00458268
420	cg00458351
421	cg00459119
422	cg00459953
423	cg00460268
424	cg00460793
425	cg00461022
426	cg00462168
427	cg00462994
428	cg00463859
429	cg00464640
430	cg00465970
431	cg00466249
432	cg00466268
433	cg00466827
434	cg00467244
435	cg00468320
436	cg00469856
437	cg00472685
438	cg00472837
439	cg00473416
440	cg00474031
441	cg00474696
442	cg00474840
443	cg00476037
444	cg00476270
445	cg00476675
446	cg00476771
447	cg00480331
448	cg00481159
449	cg00481639
450	cg00481725
451	cg00481951
452	cg00485201
453	cg00485494
454	cg00486113
455	cg00487456
456	cg00488692
457	cg00489066
458	cg00489183
459	cg00489401
460	cg00489795
461	cg00491255
462	cg00492055
463	cg00492070
464	cg00495693
465	cg00495856
466	cg00496676
467	cg00497251
468	cg00497554
469	cg00499787
470	cg00500789
471	cg00501482
472	cg00501765
473	cg00502597
474	cg00503832
475	cg00503840
476	cg00504535
477	cg00505045
478	cg00505093
479	cg00508950
480	cg00509996
481	cg00510437
482	cg00512563
483	cg00513357
484	cg00513564
485	cg00513984
486	cg00515905
487	cg00517605
488	cg00518276
489	cg00518702
490	cg00521255
491	cg00521434
492	cg00522231
493	cg00523379
494	cg00527908
495	cg00528640
496	cg00528967
497	cg00530564
498	cg00530720
499	cg00532802
500	cg00533923
501	cg00534274
502	cg00534318
503	cg00534468
504	cg00536366
505	cg00539174
506	cg00539386
507	cg00541293
508	cg00543335
509	cg00544337
510	cg00544558
511	cg00546897
512	cg00547365
513	cg00548098
514	cg00549851
515	cg00551398
516	cg00551910
517	cg00552087
518	cg00552387
519	cg00552753
520	cg00554421
521	cg00554993
522	cg00558975
523	cg00559635
524	cg00561903
525	cg00562107
526	cg00563016
527	cg00563845
528	cg00563932
529	cg00564555
530	cg00564916
531	cg00565561
532	cg00567190
533	cg00567623
534	cg00568792
535	cg00572560
536	cg00572966
537	cg00573770
538	cg00574958
539	cg00575066
540	cg00575744
541	cg00577578
542	cg00577619
543	cg00578690
544	cg00578775
545	cg00579423
546	cg00580497
547	cg00581043
548	cg00582628
549	cg00582902
550	cg00583426
551	cg00583733
552	cg00584000
553	cg00585474
554	cg00586317
555	cg00587168
556	cg00588393
557	cg00589581
558	cg00589791
559	cg00590036
560	cg00592643
561	cg00593462
562	cg00593900
563	cg00594335
564	cg00595223
565	cg00595333
566	cg00596283
567	cg00596438
568	cg00596819
569	cg00598195
570	cg00598394
571	cg00600024
572	cg00600477
573	cg00601042
574	cg00601350
575	cg00602326
576	cg00602416
577	cg00602743
578	cg00602811
579	cg00603274
580	cg00604454
581	cg00604859
582	cg00609333
583	cg00612299
584	cg00612905
585	cg00613827
586	cg00614360
587	cg00614617
588	cg00615241
589	cg00616028
590	cg00618626
591	cg00620464
592	cg00621366
593	cg00621805
594	cg00621943
595	cg00622375
596	cg00622689
597	cg00623774
598	cg00625902
599	cg00630991
600	cg00632188
601	cg00632560
602	cg00632607
603	cg00636368
604	cg00636737
605	cg00638945
606	cg00639010
607	cg00640053
608	cg00641679
609	cg00642303
610	cg00644033
611	cg00644387
612	cg00645579
613	cg00647040
614	cg00648582
615	cg00649318
616	cg00650410
617	cg00650641
618	cg00650795
619	cg00651216
620	cg00651782
621	cg00652158
622	cg00653460
623	cg00655552
624	cg00655982
625	cg00656603
626	cg00658652
627	cg00660163
628	cg00660843
629	cg00661126
630	cg00661947
631	cg00663739
632	cg00664406
633	cg00665492
634	cg00668034
635	cg00668559
636	cg00670637
637	cg00672214
638	cg00674365
639	cg00675037
640	cg00677217
641	cg00678709
642	cg00679595
643	cg00680389
644	cg00680808
645	cg00681365
646	cg00683285
647	cg00683895
648	cg00684178
649	cg00684824
650	cg00685116
651	cg00686880
652	cg00687674
653	cg00688775
654	cg00688840
655	cg00689340
656	cg00689492
657	cg00692774
658	cg00692974
659	cg00694357
660	cg00695112
661	cg00695391
662	cg00695799
663	cg00697033
664	cg00697672
665	cg00697907
666	cg00700455
667	cg00700817
668	cg00700866
669	cg00701514
670	cg00701946
671	cg00701995
672	cg00702546
673	cg00702638
674	cg00703830
675	cg00705251
676	cg00705371
677	cg00705661
678	cg00706683
679	cg00709948
680	cg00711496
681	cg00712841
682	cg00713549
683	cg00715124
684	cg00715290
685	cg00716277
686	cg00717297
687	cg00717825
688	cg00718518
689	cg00720845
690	cg00721170
691	cg00727112
692	cg00729876
693	cg00730887
694	cg00733150
695	cg00734800
696	cg00738934
697	cg00739278
698	cg00740914
699	cg00741717
700	cg00741848
701	cg00743629
702	cg00744083
703	cg00744433
704	cg00748589
705	cg00750088
706	cg00750428
707	cg00751156
708	cg00751179
709	cg00753676
710	cg00753885
711	cg00756943
712	cg00757033
713	cg00757070
714	cg00758881
715	cg00760938
716	cg00764307
717	cg00764652
718	cg00766497
719	cg00769632
720	cg00770871
721	cg00771642
722	cg00771778
723	cg00772585
724	cg00773060
725	cg00774089
726	cg00774155
727	cg00776293
728	cg00780578
729	cg00782811
730	cg00785170
731	cg00785522
732	cg00785980
733	cg00786178
734	cg00786305
735	cg00788025
736	cg00789615
737	cg00789792
738	cg00790020
739	cg00790928
740	cg00791024
741	cg00791764
742	cg00791851
743	cg00791854
744	cg00792123
745	cg00792799
746	cg00793186
747	cg00793774
748	cg00795630
749	cg00795791
750	cg00795927
751	cg00796360
752	cg00796374
753	cg00797278
754	cg00797779
755	cg00799619
756	cg00799631
757	cg00799842
758	cg00800780
759	cg00801003
760	cg00801868
761	cg00804210
762	cg00804628
763	cg00805193
764	cg00805292
765	cg00805441
766	cg00806535
767	cg00808935
768	cg00810217
769	cg00810441
770	cg00811436
771	cg00812502
772	cg00812655
773	cg00813264
774	cg00813582
775	cg00813752
776	cg00814752
777	cg00821731
778	cg00821760
779	cg00828439
780	cg00828602
781	cg00829990
782	cg00834400
783	cg00834519
784	cg00835193
785	cg00840990
786	cg00843009
787	cg00843787
788	cg00844308
789	cg00845900
790	cg00845901
791	cg00846843
792	cg00847387
793	cg00848480
794	cg00849435
795	cg00850073
796	cg00850453
797	cg00851050
798	cg00851518
799	cg00851732
800	cg00853687
801	cg00859178
802	cg00859280
803	cg00860090
804	cg00860808
805	cg00861295
806	cg00862290
807	cg00864474
808	cg00864867
809	cg00864916
810	cg00865356
811	cg00866540
812	cg00869158
813	cg00870265
814	cg00870514
815	cg00870633
816	cg00871215
817	cg00871381
818	cg00871487
819	cg00873186
820	cg00875849
821	cg00876449
822	cg00877212
823	cg00877329
824	cg00878023
825	cg00878274
826	cg00879155
827	cg00884606
828	cg00887153
829	cg00887633
830	cg00891541
831	cg00891669
832	cg00891991
833	cg00892703
834	cg00893603
835	cg00894378
836	cg00896578
837	cg00897064
838	cg00897703
839	cg00897744
840	cg00898013
841	cg00898111
842	cg00900422
843	cg00900456
844	cg00903534
845	cg00903584
846	cg00905746
847	cg00906581
848	cg00907204
849	cg00908323
850	cg00908766
851	cg00908833
852	cg00909806
853	cg00910168
854	cg00910503
855	cg00911370
856	cg00913283
857	cg00913794
858	cg00914033
859	cg00914384
860	cg00915395
861	cg00916884
862	cg00917184
863	cg00917847
864	cg00924265
865	cg00924278
866	cg00925087
867	cg00927579
868	cg00927594
869	cg00928596
870	cg00929523
871	cg00929798
872	cg00929860
873	cg00930628
874	cg00930833
875	cg00933182
876	cg00933263
877	cg00935119
878	cg00935435
879	cg00936722
880	cg00938771
881	cg00940577
882	cg00941280
883	cg00943269
884	cg00943950
885	cg00944884
886	cg00945507
887	cg00948124
888	cg00948664
889	cg00949861
890	cg00950381
891	cg00951108
892	cg00952857
893	cg00954002
894	cg00954167
895	cg00955230
896	cg00956987
897	cg00957698
898	cg00958031
899	cg00958342
900	cg00959259
901	cg00960204
902	cg00960373
903	cg00961616
904	cg00961932
905	cg00962635
906	cg00962755
907	cg00962913
908	cg00963654
909	cg00965168
910	cg00966482
911	cg00966672
912	cg00968488
913	cg00969119
914	cg00970752
915	cg00971110
916	cg00971933
917	cg00974523
918	cg00974579
919	cg00975791
920	cg00976097
921	cg00976623
922	cg00976797
923	cg00979000
924	cg00979803
925	cg00981737
926	cg00983520
927	cg00983697
928	cg00986928
929	cg00987379
930	cg00989306
931	cg00991639
932	cg00991848
933	cg00992090
934	cg00992268
935	cg00992398
936	cg00994306
937	cg00994804
938	cg00994936
939	cg00995689
940	cg00996053
941	cg00996315
942	cg00997387
943	cg00998451
944	cg01000953
945	cg01001241
946	cg01002223
947	cg01002242
948	cg01005486
949	cg01005582
950	cg01007323
951	cg01007589
952	cg01008263
953	cg01009870
954	cg01011367
955	cg01018002
956	cg01019040
957	cg01019770
958	cg01019876
959	cg01020408
960	cg01021485
961	cg01023759
962	cg01025883
963	cg01026009
964	cg01026256
965	cg01027739
966	cg01027805
967	cg01028142
968	cg01028796
969	cg01029450
970	cg01029623
971	cg01029867
972	cg01031400
973	cg01031441
974	cg01032119
975	cg01035616
976	cg01041239
977	cg01042193
978	cg01044025
979	cg01044097
980	cg01044331
981	cg01044608
982	cg01045132
983	cg01048752
984	cg01049205
985	cg01049530
986	cg01050423
987	cg01051524
988	cg01054110
989	cg01054478
990	cg01055135
991	cg01055594
992	cg01055824
993	cg01055871
994	cg01056568
995	cg01057893
996	cg01057898
997	cg01059398
998	cg01059743
999	cg01060238
1000	cg01062068
1001	cg01062443
1002	cg01062834
1003	cg01062937
1004	cg01063413
1005	cg01065599
1006	cg01066431
1007	cg01067151
1008	cg01067405
1009	cg01068621
1010	cg01069043
1011	cg01070197
1012	cg01070760
1013	cg01071534
1014	cg01072045
1015	cg01072076
1016	cg01073765
1017	cg01074508
1018	cg01074657
1019	cg01075715
1020	cg01075918
1021	cg01076874
1022	cg01077161
1023	cg01077274
1024	cg01077609
1025	cg01079860
1026	cg01080924
1027	cg01080986
1028	cg01081263
1029	cg01081346
1030	cg01082242
1031	cg01082601
1032	cg01082862
1033	cg01084566
1034	cg01088900
1035	cg01090829
1036	cg01091356
1037	cg01091514
1038	cg01092133
1039	cg01093285
1040	cg01095227
1041	cg01095658
1042	cg01095867
1043	cg01096266
1044	cg01097384
1045	cg01097406
1046	cg01099024
1047	cg01101459
1048	cg01101472
1049	cg01102307
1050	cg01103582
1051	cg01103827
1052	cg01105058
1053	cg01109734
1054	cg01112778
1055	cg01114088
1056	cg01114124
1057	cg01115389
1058	cg01115432
1059	cg01115569
1060	cg01115598
1061	cg01116067
1062	cg01117452
1063	cg01118711
1064	cg01119072
1065	cg01119957
1066	cg01121127
1067	cg01121199
1068	cg01122755
1069	cg01124477
1070	cg01126699
1071	cg01127300
1072	cg01128603
1073	cg01130056
1074	cg01130322
1075	cg01130658
1076	cg01130991
1077	cg01131735
1078	cg01131866
1079	cg01134075
1080	cg01135670
1081	cg01136078
1082	cg01136167
1083	cg01136606
1084	cg01137065
1085	cg01138890
1086	cg01139016
1087	cg01139861
1088	cg01140711
1089	cg01141812
1090	cg01144283
1091	cg01144344
1092	cg01144436
1093	cg01145054
1094	cg01145600
1095	cg01145653
1096	cg01145947
1097	cg01146808
1098	cg01146990
1099	cg01152025
1100	cg01152073
1101	cg01153166
1102	cg01153342
1103	cg01154254
1104	cg01156568
1105	cg01156663
1106	cg01157003
1107	cg01157718
1108	cg01158527
1109	cg01160079
1110	cg01161877
1111	cg01161889
1112	cg01162920
1113	cg01163330
1114	cg01163597
1115	cg01164202
1116	cg01165403
1117	cg01165410
1118	cg01165781
1119	cg01166932
1120	cg01168235
1121	cg01169686
1122	cg01170758
1123	cg01175394
1124	cg01176329
1125	cg01176516
1126	cg01176694
1127	cg01177167
1128	cg01179052
1129	cg01181350
1130	cg01181940
1131	cg01183860
1132	cg01184449
1133	cg01185626
1134	cg01185855
1135	cg01187279
1136	cg01187498
1137	cg01187505
1138	cg01187600
1139	cg01188867
1140	cg01190071
1141	cg01190109
1142	cg01192140
1143	cg01192291
1144	cg01194538
1145	cg01196788
1146	cg01199327
1147	cg01202600
1148	cg01205087
1149	cg01206756
1150	cg01206872
1151	cg01206874
1152	cg01208318
1153	cg01209296
1154	cg01210399
1155	cg01210965
1156	cg01211097
1157	cg01212120
1158	cg01213022
1159	cg01214061
1160	cg01219048
1161	cg01220680
1162	cg01221209
1163	cg01221637
1164	cg01222316
1165	cg01222684
1166	cg01224366
1167	cg01224715
1168	cg01225779
1169	cg01226614
1170	cg01227835
1171	cg01229452
1172	cg01230227
1173	cg01230359
1174	cg01231543
1175	cg01233392
1176	cg01234063
1177	cg01235100
1178	cg01237541
1179	cg01238435
1180	cg01239389
1181	cg01239922
1182	cg01242044
1183	cg01242196
1184	cg01243072
1185	cg01243312
1186	cg01243823
1187	cg01245393
1188	cg01245787
1189	cg01246498
1190	cg01246961
1191	cg01247535
1192	cg01248520
1193	cg01251360
1194	cg01251548
1195	cg01252496
1196	cg01254459
1197	cg01256539
1198	cg01258200
1199	cg01258940
1200	cg01259360
1201	cg01260146
1202	cg01261503
1203	cg01262865
1204	cg01262913
1205	cg01263739
1206	cg01263877
1207	cg01264729
1208	cg01266508
1209	cg01268763
1210	cg01268824
1211	cg01272599
1212	cg01274524
1213	cg01277177
1214	cg01277372
1215	cg01278041
1216	cg01280080
1217	cg01280390
1218	cg01280906
1219	cg01281797
1220	cg01281904
1221	cg01284182
1222	cg01284448
1223	cg01285435
1224	cg01285706
1225	cg01287476
1226	cg01287592
1227	cg01289782
1228	cg01290904
1229	cg01294695
1230	cg01297303
1231	cg01297383
1232	cg01299494
1233	cg01301197
1234	cg01302136
1235	cg01305596
1236	cg01306003
1237	cg01306261
1238	cg01307115
1239	cg01307174
1240	cg01308343
1241	cg01309159
1242	cg01311102
1243	cg01312999
1244	cg01313513
1245	cg01317029
1246	cg01320491
1247	cg01321673
1248	cg01326188
1249	cg01328467
1250	cg01328703
1251	cg01329511
1252	cg01329559
1253	cg01331064
1254	cg01331772
1255	cg01332462
1256	cg01332683
1257	cg01333011
1258	cg01334432
1259	cg01335367
1260	cg01337339
1261	cg01337813
1262	cg01339183
1263	cg01340347
1264	cg01341487
1265	cg01342746
1266	cg01345727
1267	cg01346077
1268	cg01348086
1269	cg01349088
1270	cg01349336
1271	cg01351032
1272	cg01353448
1273	cg01354088
1274	cg01355108
1275	cg01355753
1276	cg01356198
1277	cg01356950
1278	cg01359999
1279	cg01360413
1280	cg01364769
1281	cg01365117
1282	cg01365152
1283	cg01366595
1284	cg01367328
1285	cg01368160
1286	cg01368219
1287	cg01369611
1288	cg01372919
1289	cg01374729
1290	cg01375651
1291	cg01376763
1292	cg01377091
1293	cg01382072
1294	cg01385679
1295	cg01387455
1296	cg01387720
1297	cg01391867
1298	cg01393060
1299	cg01394167
1300	cg01395858
1301	cg01396774
1302	cg01397495
1303	cg01397912
1304	cg01399860
1305	cg01400401
1306	cg01400685
1307	cg01403030
1308	cg01403320
1309	cg01404163
1310	cg01405662
1311	cg01407477
1312	cg01407797
1313	cg01408654
1314	cg01410116
1315	cg01410876
1316	cg01412762
1317	cg01413354
1318	cg01413522
1319	cg01414357
1320	cg01415148
1321	cg01415937
1322	cg01416891
1323	cg01420492
1324	cg01421252
1325	cg01426818
1326	cg01427815
1327	cg01427957
1328	cg01428071
1329	cg01429475
1330	cg01429859
1331	cg01431340
1332	cg01431830
1333	cg01432055
1334	cg01433297
1335	cg01433677
1336	cg01434559
1337	cg01435493
1338	cg01435574
1339	cg01435643
1340	cg01435791
1341	cg01437571
1342	cg01438090
1343	cg01439105
1344	cg01441777
1345	cg01444397
1346	cg01446983
1347	cg01447660
1348	cg01448115
1349	cg01448132
1350	cg01448562
1351	cg01449677
1352	cg01450842
1353	cg01454752
1354	cg01455178
1355	cg01456831
1356	cg01457143
1357	cg01458062
1358	cg01459453
1359	cg01461718
1360	cg01468656
1361	cg01468696
1362	cg01470456
1363	cg01471034
1364	cg01471196
1365	cg01471710
1366	cg01474925
1367	cg01476885
1368	cg01477894
1369	cg01480180
1370	cg01483824
1371	cg01484296
1372	cg01485645
1373	cg01486146
1374	cg01486610
1375	cg01491219
1376	cg01493016
1377	cg01493318
1378	cg01495521
1379	cg01498090
1380	cg01502244
1381	cg01503516
1382	cg01503881
1383	cg01504690
1384	cg01505275
1385	cg01505878
1386	cg01506627
1387	cg01506737
1388	cg01507173
1389	cg01508380
1390	cg01508796
1391	cg01509843
1392	cg01510051
1393	cg01511232
1394	cg01511534
1395	cg01511561
1396	cg01511567
1397	cg01511806
1398	cg01514538
1399	cg01515515
1400	cg01516372
1401	cg01517384
1402	cg01517571
1403	cg01517789
1404	cg01518025
1405	cg01518138
1406	cg01518225
1407	cg01518465
1408	cg01519742
1409	cg01520122
1410	cg01520402
1411	cg01520983
1412	cg01521220
1413	cg01521436
1414	cg01524149
1415	cg01526748
1416	cg01527307
1417	cg01528542
1418	cg01529092
1419	cg01529637
1420	cg01530283
1421	cg01531262
1422	cg01532168
1423	cg01532172
1424	cg01532436
1425	cg01532582
1426	cg01534363
1427	cg01534887
1428	cg01535080
1429	cg01536010
1430	cg01537995
1431	cg01538166
1432	cg01539206
1433	cg01540358
1434	cg01542019
1435	cg01542087
1436	cg01542644
1437	cg01542719
1438	cg01544580
1439	cg01547344
1440	cg01547550
1441	cg01549315
1442	cg01550716
1443	cg01550828
1444	cg01552919
1445	cg01554316
1446	cg01554474
1447	cg01557027
1448	cg01557147
1449	cg01557547
1450	cg01557754
1451	cg01558040
1452	cg01558110
1453	cg01560871
1454	cg01560972
1455	cg01562537
1456	cg01563071
1457	cg01564693
1458	cg01566472
1459	cg01568522
1460	cg01570885
1461	cg01571001
1462	cg01577414
1463	cg01579001
1464	cg01579019
1465	cg01579218
1466	cg01579765
1467	cg01580568
1468	cg01580888
1469	cg01581763
1470	cg01584473
1471	cg01585030
1472	cg01585860
1473	cg01586330
1474	cg01587662
1475	cg01587896
1476	cg01588581
1477	cg01589760
1478	cg01589860
1479	cg01590762
1480	cg01591579
1481	cg01594262
1482	cg01594316
1483	cg01595397
1484	cg01597398
1485	cg01597480
1486	cg01597604
1487	cg01598421
1488	cg01600782
1489	cg01601198
1490	cg01601306
1491	cg01603290
1492	cg01603456
1493	cg01603921
1494	cg01606057
1495	cg01606885
1496	cg01607849
1497	cg01610165
1498	cg01611548
1499	cg01612140
1500	cg01612660
1501	cg01613638
1502	cg01614102
1503	cg01614478
1504	cg01614597
1505	cg01615119
1506	cg01615339
1507	cg01615475
1508	cg01616394
1509	cg01616440
1510	cg01618914
1511	cg01619129
1512	cg01620164
1513	cg01620410
1514	cg01620580
1515	cg01621716
1516	cg01623187
1517	cg01624571
1518	cg01626227
1519	cg01627181
1520	cg01628905
1521	cg01630588
1522	cg01631333
1523	cg01632288
1524	cg01634146
1525	cg01634275
1526	cg01635346
1527	cg01635555
1528	cg01637125
1529	cg01638369
1530	cg01639032
1531	cg01639416
1532	cg01640325
1533	cg01640660
1534	cg01641177
1535	cg01641432
1536	cg01641620
1537	cg01644850
1538	cg01647632
1539	cg01651821
1540	cg01651915
1541	cg01655150
1542	cg01656216
1543	cg01656853
1544	cg01658265
1545	cg01658815
1546	cg01659184
1547	cg01666600
1548	cg01667133
1549	cg01667384
1550	cg01669244
1551	cg01670677
1552	cg01671681
1553	cg01675895
1554	cg01676322
1555	cg01676439
1556	cg01676795
1557	cg01677834
1558	cg01678172
1559	cg01678292
1560	cg01679225
1561	cg01679364
1562	cg01681193
1563	cg01682285
1564	cg01682682
1565	cg01682784
1566	cg01684629
1567	cg01686177
1568	cg01686522
1569	cg01687401
1570	cg01687862
1571	cg01687878
1572	cg01688202
1573	cg01689657
1574	cg01689796
1575	cg01690062
1576	cg01691182
1577	cg01691194
1578	cg01695620
1579	cg01695994
1580	cg01697487
1581	cg01697732
1582	cg01697865
1583	cg01698540
1584	cg01699217
1585	cg01699630
1586	cg01700358
1587	cg01701634
1588	cg01702009
1589	cg01704252
1590	cg01704290
1591	cg01704999
1592	cg01705888
1593	cg01707820
1594	cg01708387
1595	cg01709677
1596	cg01710886
1597	cg01711322
1598	cg01715455
1599	cg01716061
1600	cg01718116
1601	cg01718742
1602	cg01719210
1603	cg01719904
1604	cg01720533
1605	cg01721313
1606	cg01722932
1607	cg01723606
1608	cg01724838
1609	cg01725474
1610	cg01728951
1611	cg01733783
1612	cg01734112
1613	cg01735082
1614	cg01736243
1615	cg01738359
1616	cg01738984
1617	cg01739167
1618	cg01739960
1619	cg01740695
1620	cg01740766
1621	cg01742627
1622	cg01744005
1623	cg01745370
1624	cg01746044
1625	cg01747664
1626	cg01748414
1627	cg01748892
1628	cg01749569
1629	cg01749662
1630	cg01749742
1631	cg01751802
1632	cg01752203
1633	cg01753176
1634	cg01756461
1635	cg01756902
1636	cg01757168
1637	cg01757206
1638	cg01758899
1639	cg01760756
1640	cg01762785
1641	cg01763090
1642	cg01766908
1643	cg01766963
1644	cg01767396
1645	cg01768131
1646	cg01768926
1647	cg01770362
1648	cg01773685
1649	cg01773760
1650	cg01775612
1651	cg01777121
1652	cg01777372
1653	cg01777403
1654	cg01777586
1655	cg01777672
1656	cg01777861
1657	cg01779220
1658	cg01779525
1659	cg01781617
1660	cg01783070
1661	cg01783841
1662	cg01785046
1663	cg01785233
